video_hashid,time_in_extended_iso,body_score,face_score,hands_score,body_in_image,face_in_image,hands_in_image,threshold_used
00400003_2024-03-07_3_da5c57d830,0:12:23,0.75,0.95,0.9,True,True,True,0.4
00400003_2024-03-28_2_1ffdfe68de,0:11:51,0.86,1.03,1.03,True,True,True,0.4
00400003_2024-04-25_1_a894c7fb59,0:05:02,0.63,0.47,0.78,True,True,True,0.4
00400003_2024-05-09_1_506c878153,0:07:34,0.38,0.62,0.61,False,True,True,0.4
00400003_2024-05-30_1_827d4c14c9,0:13:19,0.92,1.02,0.99,True,True,True,0.4
00400003_2024-05-30_3_ac6e331884,0:02:32,0.2,0.25,0.3,False,False,False,0.4
00400003_2024-06-08_2_96a745ac3e,0:06:57,0.72,0.86,0.86,True,True,True,0.4
00400003_2024-06-08_2_96a745ac3e,0:14:51,0.91,1.01,0.98,True,True,True,0.4
00400003_2024-06-13_2_e6466dc69a,0:01:04,0.22,0.28,0.26,False,False,False,0.4
00400003_2024-06-15_2_e8f687da17,0:07:02,0.15,0.25,0.16,False,False,False,0.4
00400003_2024-07-14_2_d5cc274fdb,0:07:44,0.3,0.39,0.35,False,False,False,0.4
00400003_2024-07-14_3_971f58d0d4,0:05:06,0.91,0.99,0.98,True,True,True,0.4
00400003_2024-07-14_3_971f58d0d4,0:12:29,0.91,1.01,0.97,True,True,True,0.4
00400003_2024-08-28_3_c78f0c46bc,0:10:02,0.25,0.35,0.43,False,False,True,0.4
00400003_2024-08-28_3_c78f0c46bc,0:14:49,0.69,0.83,0.83,True,True,True,0.4
00400003_2024-11-02_1_c708ed1d98,0:00:56,0.27,0.29,0.48,False,False,True,0.4
00400003_2024-11-02_1_c708ed1d98,0:06:10,0.33,0.36,0.17,False,False,False,0.4
00400003_2024-12-01_2_3634045550,0:00:12,0.64,0.89,0.86,True,True,True,0.4
00420001_2024-03-29_1_907103b7fe,0:05:16,0.28,0.3,0.29,False,False,False,0.4
00420001_2024-04-06_1_bb2607f504,0:01:09,0.8,0.77,0.68,True,True,True,0.4
00420001_2024-04-06_1_bb2607f504,0:02:45,0.3,0.36,0.34,False,False,False,0.4
00420001_2024-04-06_3_96569cbd6e,0:07:35,0.23,0.19,0.35,False,False,False,0.4
00420001_2024-04-12_1_f1274f9176,0:00:01,0.28,0.36,0.27,False,False,False,0.4
00420001_2024-04-13_2_b881080dcc,0:01:20,0.77,0.6,0.82,True,True,True,0.4
00420001_2024-04-13_3_e41386ce09,0:08:13,0.87,0.95,0.94,True,True,True,0.4
00420001_2024-04-16_2_13c3a9ca2e,0:07:37,0.41,0.36,0.63,True,False,True,0.4
00420001_2024-04-20_4_9246f5e24a,0:03:38,0.73,0.84,0.82,True,True,True,0.4
00420001_2024-04-22_2_22b36b95ff,0:10:29,0.82,0.94,0.93,True,True,True,0.4
00420001_2024-04-23_5_1be85c49d9,0:03:21,0.2,0.23,0.21,False,False,False,0.4
00420001_2024-04-27_2_59b5f1edac,0:06:07,0.25,0.3,0.29,False,False,False,0.4
00420001_2024-04-29_3_956f79d9d4,0:07:09,0.45,0.4,0.37,True,True,False,0.4
00420001_2024-05-03_2_7c8754ec56,0:07:37,0.21,0.21,0.26,False,False,False,0.4
00420001_2024-05-04_1_306abba91c,0:07:20,0.2,0.23,0.23,False,False,False,0.4
00420001_2024-05-04_1_9991800cf4,0:03:02,0.78,0.94,0.92,True,True,True,0.4
00420001_2024-05-04_2_21afa937c4,0:01:15,0.27,0.32,0.29,False,False,False,0.4
00420001_2024-05-04_2_9ad908eef2,0:03:53,0.59,0.65,0.64,True,True,True,0.4
00420001_2024-05-04_3_1fc00880ad,0:10:06,0.29,0.28,0.27,False,False,False,0.4
00420001_2024-05-05_2_87345e42e6,0:02:51,0.42,0.43,0.68,True,True,True,0.4
00420001_2024-05-11_4_fddf9cf35b,0:04:54,0.21,0.25,0.46,False,False,True,0.4
00420001_2024-05-18_2_f909e1bfb6,0:09:59,0.9,0.89,0.88,True,True,True,0.4
00420001_2024-05-19_2_9875ff7520,0:09:13,0.65,0.34,0.75,True,False,True,0.4
00420001_2024-06-01_3_45cc10f38f,0:11:20,0.18,0.28,0.43,False,False,True,0.4
00420001_2024-06-01_3_5e79b1abe2,0:10:31,0.31,0.17,0.48,False,False,True,0.4
00420001_2024-06-07_2_9fc0755d3c,0:08:15,0.37,0.29,0.38,False,False,False,0.4
00420001_2024-06-08_2_213a109bd1,0:01:02,0.2,0.22,0.21,False,False,False,0.4
00420001_2024-06-09_1_941b9b5f1b,0:09:36,0.91,1.01,0.98,True,True,True,0.4
00420001_2024-06-21_2_f1aa91d014,0:01:47,0.2,0.22,0.22,False,False,False,0.4
00420001_2024-06-28_1_211f310e03,0:07:25,0.78,0.51,0.78,True,True,True,0.4
00420001_2024-06-28_1_8910b3e4ad,0:05:46,0.56,0.21,0.63,True,False,True,0.4
00420001_2024-06-28_2_5a12149a50,0:09:04,0.41,0.49,0.47,True,True,True,0.4
00420001_2024-07-06_2_1ba8ce8b5d,0:07:24,0.61,0.66,0.57,True,True,True,0.4
00420001_2024-07-07_1_d737b1fc94,0:06:04,0.44,0.16,0.77,True,False,True,0.4
00420001_2024-07-13_3_e5afa217d2,0:00:16,0.73,0.91,0.9,True,True,True,0.4
00420001_2024-07-28_1_84064767a7,0:00:16,0.53,0.19,0.67,True,False,True,0.4
00420001_2024-08-10_3_7d9e4683e7,0:05:28,0.38,0.31,0.84,False,False,True,0.4
00420001_2024-09-01_1_1772b0b3ba,0:04:19,0.19,0.18,0.21,False,False,False,0.4
00420001_2024-09-01_1_3f68a0c98f,0:06:55,0.38,0.39,0.32,False,False,False,0.4
00420001_2024-09-01_4_b2e0461569,0:02:58,0.15,0.27,0.31,False,False,False,0.4
00420001_2024-10-13_2_14975cbc11,0:01:46,0.5,0.48,0.47,True,True,True,0.4
00430001_2023-07-19_1_64b14e176b,0:03:24,0.29,0.37,0.35,False,False,False,0.4
00430001_2023-07-25_1_f1a0e17d34,0:04:31,0.32,0.36,0.33,False,False,False,0.4
00430001_2023-07-25_1_f1a0e17d34,0:09:19,0.11,0.17,0.15,False,False,False,0.4
00430001_2023-07-26_2_0fda236306,0:02:59,0.86,0.96,0.94,True,True,True,0.4
00430001_2023-07-31_2_b71533ae5a,0:03:54,0.48,0.58,0.46,True,True,True,0.4
00430001_2023-08-02_1_d89791d60c,0:04:08,0.4,0.53,0.52,True,True,True,0.4
00430001_2023-08-04_2_ad91749736,0:10:26,0.3,0.4,0.39,False,True,False,0.4
00430001_2023-08-04_3_b94b774d18,0:04:42,0.33,0.19,0.67,False,False,True,0.4
00430001_2023-08-08_2_f223c3c3c1,0:04:48,0.58,0.76,0.75,True,True,True,0.4
00430001_2023-08-23_1_c1a4695a80,0:03:42,0.3,0.32,0.31,False,False,False,0.4
00430001_2023-08-23_1_c1a4695a80,0:05:13,0.31,0.35,0.32,False,False,False,0.4
00430001_2023-08-23_1_c1a4695a80,0:08:04,0.34,0.42,0.4,False,True,True,0.4
00430001_2023-09-02_2_67139248ba,0:10:30,0.16,0.15,0.14,False,False,False,0.4
00430001_2023-09-07_2_31e67cae01,0:09:24,0.29,0.22,0.55,False,False,True,0.4
00430001_2023-10-06_2_8aae4938f8,0:09:57,0.33,0.43,0.39,False,True,False,0.4
00430001_2023-11-10_2_8db2a25e92,0:00:02,0.23,0.3,0.27,False,False,False,0.4
00430001_2023-12-03_1_6465d79e10,0:12:45,0.27,0.27,0.25,False,False,False,0.4
00430001_2023-12-03_2_f0d9616752,0:11:12,0.18,0.25,0.21,False,False,False,0.4
00430001_2023-12-05_2_d239e99783,0:10:45,0.75,0.92,0.91,True,True,True,0.4
00430001_2023-12-05_3_fdfd66d149,0:07:40,0.31,0.37,0.34,False,False,False,0.4
00430001_2023-12-09_3_73e4df0963,0:13:59,0.25,0.26,0.21,False,False,False,0.4
00430001_2024-01-14_2_60a950a70c,0:06:42,0.35,0.56,0.53,False,True,True,0.4
00430001_2024-01-27_1_2099b133e6,0:00:35,0.21,0.25,0.24,False,False,False,0.4
00430001_2024-01-29_1_d2deb81762,0:04:23,0.44,0.51,0.49,True,True,True,0.4
00430001_2024-02-29_2_0eb674f352,0:05:58,0.87,1.01,1.02,True,True,True,0.4
00430001_2024-11-27_1_76bc9971af,0:03:50,0.25,0.34,0.33,False,False,False,0.4
00430001_2024-11-27_1_76bc9971af,0:06:00,0.72,0.89,0.86,True,True,True,0.4
00430001_2024-11-27_1_76bc9971af,0:06:57,0.78,0.93,0.89,True,True,True,0.4
00430001_2024-12-03_1_8ed62d69cb,0:07:56,0.34,0.32,0.31,False,False,False,0.4
00430002_2024-05-20_2_59b9926d28,0:11:55,0.15,0.39,0.32,False,False,False,0.4
00440001_2024-02-25_1_1667bf4518,0:02:27,0.29,0.33,0.31,False,False,False,0.4
00440001_2024-04-22_1_2a7c7b7057,0:11:31,0.25,0.27,0.21,False,False,False,0.4
00440001_2024-04-22_1_69746be07f,0:12:44,0.25,0.26,0.22,False,False,False,0.4
00460001_2024-02-22_2_701cec818a,0:08:03,0.31,0.36,0.35,False,False,False,0.4
00460001_NA_2_ce033697ed,0:08:58,0.16,0.18,0.15,False,False,False,0.4
00490001_2014-02-10_1_c80a23bcae,0:00:15,0.93,1.03,0.97,True,True,True,0.4
00490001_2024-01-12_3_1c10fac0a0,0:07:31,0.33,0.33,0.31,False,False,False,0.4
00490001_2024-01-17_2_8ef3c7c361,0:03:33,0.22,0.24,0.22,False,False,False,0.4
00490001_2024-01-17_3_787659afbe,0:00:30,0.21,0.27,0.25,False,False,False,0.4
00490001_2024-03-13_1_20346c76c9,0:07:00,0.16,0.21,0.17,False,False,False,0.4
00490001_2024-04-16_3_e9856d4615,0:05:52,0.86,1.02,0.98,True,True,True,0.4
00490001_2024-04-16_3_e9856d4615,0:08:36,0.38,0.22,0.51,False,False,True,0.4
00490001_2024-05-22_1_64300bc8b3,0:01:52,0.27,0.36,0.37,False,False,False,0.4
00500001_2023-08-22_3_6952867b8b,0:06:03,0.64,0.69,0.79,True,True,True,0.4
00500001_2023-08-30_1_99c99d724d,0:07:21,0.39,0.6,0.54,False,True,True,0.4
00500001_2023-08-30_2_4383ac6941,0:02:50,0.92,1.06,1.06,True,True,True,0.4
00500001_2023-09-16_1_5c711de689,0:04:20,0.63,0.63,0.29,True,True,False,0.4
00500001_2023-09-16_2_aa0f9b84d4,0:06:25,0.73,0.83,0.81,True,True,True,0.4
00500001_2023-10-17_1_c08ee3818f,0:03:23,0.13,0.18,0.21,False,False,False,0.4
00500001_2023-10-21_2_c8a793fafb,0:06:25,0.76,0.84,0.84,True,True,True,0.4
00500001_2023-10-21_2_c8a793fafb,0:12:49,0.34,0.27,0.67,False,False,True,0.4
00500001_2023-10-29_1_1200c957cc,0:04:05,0.28,0.29,0.28,False,False,False,0.4
00500001_2023-11-04_1_0e8ab9a33e,0:05:05,0.65,0.68,0.67,True,True,True,0.4
00500001_2023-11-05_1_09c95bd751,0:06:50,0.17,0.23,0.18,False,False,False,0.4
00500001_2023-11-05_1_09c95bd751,0:14:11,0.27,0.25,0.51,False,False,True,0.4
00500001_2023-11-11_1_b8d379e673,0:00:41,0.37,0.25,0.61,False,False,True,0.4
00500001_2023-11-11_2_0244a2f624,0:06:28,0.61,0.53,0.72,True,True,True,0.4
00500001_2023-11-14_1_b333d20845,0:11:38,0.85,0.92,0.86,True,True,True,0.4
00500001_2023-11-19_2_697152db5e,0:00:51,0.33,0.42,0.41,False,True,True,0.4
00500001_2023-11-26_1_78789abe3f,0:04:28,0.86,0.95,0.95,True,True,True,0.4
00500001_2023-11-26_1_78789abe3f,0:12:04,0.62,0.78,0.77,True,True,True,0.4
00500001_2023-12-03_2_d53f2ff126,0:01:33,0.39,0.41,0.34,False,True,False,0.4
00500001_2023-12-03_3_1b769a2e41,0:11:24,0.26,0.3,0.27,False,False,False,0.4
00500001_2023-12-09_3_ab6dd158be,0:02:41,0.89,0.9,0.88,True,True,True,0.4
00500001_2023-12-10_1_6d046fd456,0:00:53,0.51,0.63,0.61,True,True,True,0.4
00500001_2023-12-10_1_6d046fd456,0:07:22,0.34,0.34,0.21,False,False,False,0.4
00500001_2023-12-16_1_5ed413e961,0:08:44,0.48,0.37,0.53,True,False,True,0.4
00500001_2023-12-21_3_6785b43f52,0:09:49,0.19,0.27,0.25,False,False,False,0.4
00500001_2023-12-31_1_48d5bc3d55,0:04:58,0.29,0.36,0.33,False,False,False,0.4
00500001_2023-12-31_2_514c2a17c9,0:11:06,0.45,0.48,0.46,True,True,True,0.4
00500001_2024-01-01_2_7bba7df417,0:14:53,0.13,0.17,0.2,False,False,False,0.4
00500001_2024-01-01_3_d53f68c2ab,0:04:33,0.56,0.53,0.5,True,True,True,0.4
00500001_2024-03-02_1_5346e43eb4,0:01:12,0.2,0.37,0.32,False,False,False,0.4
00500001_2024-03-03_3_7bce07046a,0:08:13,0.29,0.26,0.43,False,False,True,0.4
00500001_2024-03-07_2_b1d88857b2,0:05:58,0.76,0.81,0.85,True,True,True,0.4
00500001_2024-04-21_1_5104c7c79d,0:08:48,0.25,0.31,0.28,False,False,False,0.4
00500001_2024-05-19_1_8ab0a59df5,0:05:58,0.37,0.16,0.69,False,False,True,0.4
00500001_2024-05-25_1_ee62e3b092,0:05:21,0.23,0.21,0.2,False,False,False,0.4
00500001_2024-07-21_1_68c9e0a357,0:01:48,0.12,0.13,0.1,False,False,False,0.4
00500001_2024-08-03_2_bf297bd7f9,0:01:25,0.35,0.37,0.35,False,False,False,0.4
00500001_2024-08-10_2_e7344a12cb,0:04:13,0.5,0.61,0.58,True,True,True,0.4
00500001_2024-10-04_1_ca5ed54863,0:05:36,0.41,0.21,0.77,True,False,True,0.4
00500001_2024-12-01_1_e06a2fc7cd,0:04:08,0.2,0.2,0.34,False,False,False,0.4
00500001_2024-12-08_2_19aa56ec4a,0:11:09,0.34,0.4,0.39,False,True,False,0.4
00500001_2024-12-15_2_c1d8cfac65,0:11:38,0.17,0.15,0.27,False,False,False,0.4
00500001_2024-12-15_3_965f722150,0:05:50,0.76,0.87,0.86,True,True,True,0.4
00500001_NA_1_5bcf335829,0:04:36,0.31,0.33,0.32,False,False,False,0.4
00500001_NA_1_5bcf335829,0:06:48,0.32,0.18,0.47,False,False,True,0.4
00500001_NA_1_985fc15624,0:05:00,0.63,0.95,0.91,True,True,True,0.4
00510001_2024-03-28_1_9cc677d822,0:10:52,0.9,1.0,0.98,True,True,True,0.4
00510001_2024-04-12_1_ed79adadbd,0:07:56,0.37,0.48,0.47,False,True,True,0.4
00510001_2024-04-12_2_9fa5186591,0:06:44,0.29,0.31,0.3,False,False,False,0.4
00510001_2024-04-21_3_7ffaa3e7b7,0:04:49,0.56,0.67,0.65,True,True,True,0.4
00510001_2024-04-21_5_b79f97822f,0:09:51,0.94,1.05,1.02,True,True,True,0.4
00510001_2024-04-24_2_d765fd69ca,0:10:04,0.32,0.23,0.82,False,False,True,0.4
00510001_2024-04-27_2_cdbaeac9d7,0:06:26,0.87,0.97,0.95,True,True,True,0.4
00510001_2024-05-22_1_9494400259,0:08:08,0.37,0.4,0.44,False,True,True,0.4
00510001_2024-05-23_1_8687b45723,0:12:42,0.65,0.39,0.65,True,False,True,0.4
00510001_2024-06-02_2_60a7565029,0:06:21,0.59,0.39,0.3,True,False,False,0.4
00510001_2024-06-15_2_05edf34cdf,0:03:35,0.4,0.24,0.89,True,False,True,0.4
00510001_2024-07-10_1_003357f87d,0:01:08,0.83,0.98,0.89,True,True,True,0.4
00510001_2024-07-10_2_ef6d3f7f21,0:01:34,0.48,0.22,0.61,True,False,True,0.4
00510001_2024-07-13_1_c6349929d5,0:02:11,0.21,0.27,0.31,False,False,False,0.4
00510001_2024-07-19_2_2b5e5d27a2,0:13:30,0.28,0.34,0.21,False,False,False,0.4
00510001_2024-07-20_1_516220a3e6,0:01:55,0.85,0.97,0.92,True,True,True,0.4
00510001_2024-07-20_2_b2861f403b,0:00:21,0.31,0.43,0.16,False,True,False,0.4
00510001_2024-08-16_2_f49f84b8fb,0:11:38,0.23,0.24,0.24,False,False,False,0.4
00510001_2024-08-16_3_712123b3aa,0:07:04,0.36,0.44,0.43,False,True,True,0.4
00510001_2024-08-25_1_558f810d34,0:08:40,0.88,0.95,0.88,True,True,True,0.4
00510001_2024-08-25_1_558f810d34,0:10:15,0.95,1.02,1.0,True,True,True,0.4
00510001_2024-08-25_1_a5fcfd9621,0:03:02,0.6,0.77,0.73,True,True,True,0.4
00510001_2024-09-02_2_9957d0ee5f,0:09:02,0.24,0.24,0.74,False,False,True,0.4
00510001_2024-10-12_2_c1529a5a8e,0:02:25,0.29,0.3,0.27,False,False,False,0.4
00510001_2024-12-12_2_c7e4d01ebc,0:08:47,0.1,0.12,0.11,False,False,False,0.4
00510002_2024-06-11_1_8bec77ddff,0:06:33,0.82,0.95,0.95,True,True,True,0.4
00510002_2024-06-17_1_8cf4330fd2,0:06:34,0.41,0.47,0.46,True,True,True,0.4
00510002_2024-06-22_5_2a4bf7e02d,0:04:41,0.93,1.01,0.99,True,True,True,0.4
00510002_2024-06-26_3_6ef2c568e7,0:07:40,0.3,0.34,0.25,False,False,False,0.4
00510002_2024-07-01_1_a3f1ca2c0d,0:04:27,0.57,0.65,0.65,True,True,True,0.4
00510002_2024-07-01_3_7be7471947,0:10:01,0.26,0.37,0.34,False,False,False,0.4
00510002_2024-07-01_5_8aef16eb62,0:09:19,0.25,0.36,0.66,False,False,True,0.4
00510002_2024-07-08_3_1ec0c50d16,0:03:21,0.63,0.2,0.63,True,False,True,0.4
00510002_2024-07-10_1_ea97de96d8,0:14:10,0.17,0.69,0.62,False,True,True,0.4
00510002_2024-07-10_3_c0bef67936,0:09:06,0.73,0.83,0.82,True,True,True,0.4
00510002_2024-07-18_1_25721398af,0:02:21,0.91,0.96,0.92,True,True,True,0.4
00510002_2024-07-29_3_6b2ef9f7f6,0:02:45,0.44,0.52,0.5,True,True,True,0.4
00510002_2024-08-11_4_cf28fe970c,0:12:00,0.91,1.02,1.0,True,True,True,0.4
00510002_2024-08-12_1_098200aee3,0:10:35,0.62,0.52,0.75,True,True,True,0.4
00510002_2024-08-12_2_dfc73374ae,0:01:12,0.54,0.64,0.63,True,True,True,0.4
00510002_2024-08-12_2_dfc73374ae,0:01:35,0.25,0.27,0.26,False,False,False,0.4
00510002_2024-08-12_5_9bcba87839,0:11:06,0.67,0.76,0.75,True,True,True,0.4
00510002_2024-08-20_1_5a9c2a4361,0:07:37,0.22,0.28,0.26,False,False,False,0.4
00510002_2024-08-20_1_5a9c2a4361,0:08:18,0.77,0.86,0.86,True,True,True,0.4
00510002_2024-08-20_2_50022929a0,0:05:23,0.85,0.97,0.93,True,True,True,0.4
00510002_2024-08-20_4_15f09b8676,0:05:20,0.26,0.34,0.56,False,False,True,0.4
00510002_2024-08-26_3_a90cdfc5cd,0:04:49,0.24,0.28,0.27,False,False,False,0.4
00510002_2024-08-26_4_e6adec14f9,0:07:47,0.58,0.95,0.95,True,True,True,0.4
00510002_2024-08-26_4_e6adec14f9,0:10:39,0.33,0.24,0.59,False,False,True,0.4
00510002_2024-09-04_4_25ce873c73,0:10:33,0.58,0.82,0.78,True,True,True,0.4
00510002_2024-09-04_5_1cc715c878,0:03:27,0.29,0.21,0.65,False,False,True,0.4
00510002_2024-09-16_2_c5b020df5f,0:00:43,0.65,0.74,0.73,True,True,True,0.4
00510002_2024-09-16_4_5fd80e8b98,0:01:55,0.34,0.31,0.61,False,False,True,0.4
00510002_2024-09-16_4_5fd80e8b98,0:02:50,0.34,0.5,0.46,False,True,True,0.4
00510002_2024-09-23_1_2b3a4171df,0:07:27,0.26,0.32,0.31,False,False,False,0.4
00510002_2024-09-27_3_108a73eb90,0:10:04,0.21,0.16,0.26,False,False,False,0.4
00510002_2024-09-30_3_d2b19dd1a6,0:07:02,0.81,0.85,0.84,True,True,True,0.4
00510002_2024-09-30_5_aa7bb8bd39,0:09:21,0.89,0.98,0.98,True,True,True,0.4
00510002_2024-10-08_2_f770259765,0:11:44,0.33,0.24,0.69,False,False,True,0.4
00510002_2024-10-08_3_8bc23bdbd9,0:05:28,0.26,0.2,0.52,False,False,True,0.4
00510002_2024-10-15_3_f4ab0c0bbd,0:08:42,0.22,0.24,0.24,False,False,False,0.4
00510002_2024-10-22_3_21ca31234a,0:02:53,0.93,1.02,1.02,True,True,True,0.4
00510002_2024-11-05_1_034517fc1e,0:02:05,0.44,0.2,0.54,True,False,True,0.4
00510002_2024-11-12_1_3237844a1f,0:06:27,0.23,0.24,0.45,False,False,True,0.4
00510002_2024-11-12_2_ff91bd82e8,0:03:32,0.36,0.44,0.4,False,True,True,0.4
00510002_2024-11-18_1_8fd6907ea6,0:08:28,0.66,0.21,0.9,True,False,True,0.4
00510002_2024-11-25_3_30c40b1523,0:08:28,0.61,0.72,0.71,True,True,True,0.4
00550001_2023-11-20_1_6b23c75d04,0:13:52,0.16,0.13,0.11,False,False,False,0.4
00550001_2023-11-20_1_c2c236cb64,0:03:51,0.33,0.43,0.41,False,True,True,0.4
00550001_2023-11-20_1_c2c236cb64,0:08:10,0.45,0.39,0.61,True,False,True,0.4
00560001_2023-04-14_1_5ff6910f29,0:10:14,0.22,0.26,0.36,False,False,False,0.4
00560001_2023-04-14_2_00af803345,0:09:51,0.42,0.27,0.58,True,False,True,0.4
00560001_2023-05-26_3_2c704a9506,0:08:40,0.44,0.47,0.43,True,True,True,0.4
00560001_2023-06-23_3_7d3805e47f,0:07:34,0.33,0.18,0.69,False,False,True,0.4
00560001_2023-07-15_2_d24a7b3b75,0:04:46,0.39,0.22,0.44,False,False,True,0.4
00560001_2023-08-11_1_929cee9724,0:02:13,0.97,1.06,1.05,True,True,True,0.4
00560001_2023-09-02_1_6ffc1a97c0,0:07:35,0.32,0.29,0.6,False,False,True,0.4
00560001_2023-09-02_2_7b05f6e008,0:03:06,0.32,0.25,0.54,False,False,True,0.4
00560001_2023-09-23_1_1cf2626664,0:03:19,0.24,0.3,0.26,False,False,False,0.4
00560001_2023-09-25_1_94b585cc1e,0:04:15,0.33,0.38,0.38,False,False,False,0.4
00560001_2023-09-25_2_3df67a6c6d,0:08:50,0.52,0.61,0.6,True,True,True,0.4
00560001_2023-10-14_2_e1e9d8c853,0:05:55,0.26,0.35,0.39,False,False,False,0.4
00560001_2023-10-27_2_4e8ca5bdc6,0:00:11,0.38,0.4,0.38,False,True,False,0.4
00560001_2023-11-25_1_e7f0430081,0:12:42,0.41,0.47,0.46,True,True,True,0.4
00560001_2023-12-08_3_bb1b43c816,0:07:28,0.23,0.28,0.26,False,False,False,0.4
00560001_2023-12-11_1_6ea371330e,0:10:36,0.24,0.17,0.61,False,False,True,0.4
00560001_2023-12-11_2_33ef5139cc,0:01:59,0.41,0.43,0.42,True,True,True,0.4
00590001_2024-08-08_1_522db29e55,0:09:14,0.85,0.65,0.47,True,True,True,0.4
00590001_2024-08-08_1_522db29e55,0:10:43,0.47,0.5,0.48,True,True,True,0.4
00590001_2024-09-09_1_91ca7ff4db,0:05:39,0.21,0.25,0.23,False,False,False,0.4
00590001_2024-09-24_1_426aad7077,0:00:59,0.64,0.2,0.89,True,False,True,0.4
00590001_2024-09-25_1_f004ee5f9e,0:06:04,0.3,0.33,0.26,False,False,False,0.4
00590001_2024-09-27_2_84ca65ae3f,0:00:48,0.19,0.25,0.42,False,False,True,0.4
00680001_2023-04-21_1_cca5b7d85c,0:11:33,0.18,0.19,0.18,False,False,False,0.4
00680001_2023-04-23_1_d1d175b7ac,0:06:53,0.94,1.06,0.99,True,True,True,0.4
00680001_2023-04-25_2_18b1c0c8d7,0:10:38,0.56,0.63,0.62,True,True,True,0.4
00680001_2023-04-27_1_efbdf21380,0:11:09,0.57,0.54,0.7,True,True,True,0.4
00680001_2023-05-07_1_fa11904865,0:03:57,0.17,0.22,0.17,False,False,False,0.4
00680001_2023-05-13_2_933e393bc8,0:09:43,0.27,0.31,0.23,False,False,False,0.4
00680001_2023-05-15_2_4a3cf9db83,0:00:20,0.16,0.1,0.12,False,False,False,0.4
00680001_2023-05-27_1_c74217d88f,0:05:43,0.31,0.4,0.38,False,True,False,0.4
00680001_2023-05-27_1_c74217d88f,0:07:07,0.41,0.45,0.35,True,True,False,0.4
00680001_2023-05-28_1_df8fb36724,0:03:35,0.78,0.63,0.81,True,True,True,0.4
00680001_2023-06-03_1_0241caf670,0:04:07,0.33,0.55,0.54,False,True,True,0.4
00680001_2023-06-03_1_0241caf670,0:06:33,0.64,0.59,0.78,True,True,True,0.4
00680001_2023-06-04_2_ee52d70a99,0:08:03,0.52,0.49,0.57,True,True,True,0.4
00680001_2023-06-18_2_4490cc06a5,0:07:57,0.56,0.19,0.29,True,False,False,0.4
00680001_2023-06-24_2_af77337e91,0:00:29,0.34,0.39,0.38,False,False,False,0.4
00680001_2023-07-02_1_6d0f459006,0:06:48,0.43,0.4,0.35,True,True,False,0.4
00680001_2023-07-02_1_707a40bf07,0:08:37,0.88,0.99,0.93,True,True,True,0.4
00720001_2023-06-12_1_e34f296355,0:07:41,0.69,0.77,0.75,True,True,True,0.4
00720001_2023-06-22_1_82723c9473,0:09:11,0.54,0.89,0.86,True,True,True,0.4
00720001_2023-06-26_1_53718ee9b4,0:05:49,0.11,0.14,0.1,False,False,False,0.4
00720001_2023-07-28_2_b5e4d19754,0:03:05,0.31,0.36,0.33,False,False,False,0.4
00720001_2023-08-16_1_83cd038376,0:12:28,0.22,0.26,0.25,False,False,False,0.4
00720001_2023-08-28_1_112df35328,0:10:57,0.17,0.23,0.21,False,False,False,0.4
00720001_2023-08-28_1_112df35328,0:12:54,0.56,0.5,0.68,True,True,True,0.4
00720001_2023-08-31_1_40946b6b82,0:11:06,0.23,0.23,0.23,False,False,False,0.4
00720001_2023-09-17_4_a491bd691d,0:00:35,0.21,0.3,0.38,False,False,False,0.4
00720001_2023-09-26_1_2775c101be,0:10:54,0.41,0.19,0.45,True,False,True,0.4
00720001_2023-09-26_3_a841fda7ba,0:01:17,0.19,0.24,0.16,False,False,False,0.4
00720001_2023-09-26_3_a841fda7ba,0:02:50,0.19,0.13,0.12,False,False,False,0.4
00720001_2023-09-30_1_c954428697,0:03:01,0.59,0.3,0.35,True,False,False,0.4
00720001_2023-09-30_2_34429b42b3,0:02:34,0.21,0.2,0.21,False,False,False,0.4
00720001_2024-01-22_2_0d145210b5,0:02:47,0.21,0.23,0.14,False,False,False,0.4
00720001_2024-02-03_1_3a5c521a4b,0:04:53,0.22,0.22,0.2,False,False,False,0.4
00720001_2024-03-16_1_d35cc36ed0,0:10:12,0.42,0.53,0.51,True,True,True,0.4
00720001_2024-03-16_4_e45a575814,0:09:30,0.42,0.38,0.73,True,False,True,0.4
00720001_NA_2_99ec088a83,0:13:55,0.14,0.17,0.17,False,False,False,0.4
00720001_NA_2_99ec088a83,0:16:53,0.25,0.17,0.52,False,False,True,0.4
00720001_NA_4_f5a837d9be,0:04:37,0.18,0.22,0.22,False,False,False,0.4
00820001_2023-04-30_1_b43e370e3f,0:10:26,0.3,0.29,0.32,False,False,False,0.4
00820001_2023-05-06_1_a65890af27,0:08:37,0.33,0.4,0.39,False,True,False,0.4
00820001_2023-05-15_1_5e77303582,0:07:49,0.18,0.16,0.19,False,False,False,0.4
00820001_2023-05-15_2_754d90baba,0:09:28,0.33,0.37,0.32,False,False,False,0.4
00820001_2023-05-20_3_ab6a74267d,0:02:03,0.38,0.48,0.47,False,True,True,0.4
00820001_2023-05-24_3_2a874ad96f,0:03:29,0.17,0.17,0.19,False,False,False,0.4
00820001_2023-05-31_2_fe0cdedd1e,0:04:29,0.29,0.24,0.38,False,False,False,0.4
00820001_2023-07-13_3_ec5be615f1,0:09:27,0.2,0.18,0.37,False,False,False,0.4
